1328207479 0 0 0 0
1328270856 518 0 0 0
1328286504 1208 0 0 0
1328290779 1355 0 0 0
1328527347 1546 0 0 0
1328531067 1546 0 0 0
1328537592 1798 0 0 0
1328537595 1798 0 0 0
1328539457 2063 0 0 0
1328540023 2104 0 0 0
1328543833 2160 0 0 0
1328546245 2281 0 0 0
1328553186 2368 0 0 0
1328607519 2368 0 0 0
1328631731 2872 0 0 0
1328698530 3014 0 0 0
1328703379 3108 0 0 0
1328709171 5662 0 0 0
1328712741 5662 0 0 0
1328714484 5693 0 0 0
1328714847 5708 0 0 0
1328714939 5708 0 0 0
1328719459 5914 0 0 0
1328720405 5914 0 60 0
1328720412 5914 0 60 0
1328724037 5914 0 110 0
1328726124 6146 0 110 0
1328726129 6146 0 110 0
1328814803 6571 0 110 0
1328884039 6885 0 110 0
1328884330 6885 0 110 0
1328884618 6885 0 110 0
1328884669 6885 0 110 12643
1328885054 6885 0 110 12643
1328890664 6888 0 110 12643
1328972008 6941 0 110 12643
1328973876 6941 222 110 12643
1328973952 6941 222 110 12643
1329139950 7204 222 110 12643
1329149474 7204 1098 110 12643
1329149517 7204 1098 110 12643
1329149523 7375 1098 110 12643
1329149864 7386 1098 110 12643
1329236421 7386 2011 110 12643
1329236679 7386 2011 110 12643
1329240972 8264 2011 110 12643
1329241024 8264 2011 110 12643
1329241139 8265 2011 110 12643
1329307673 10427 2011 110 12643
1329325177 10739 2011 110 12643
1329325995 10739 2011 110 12643
1329326035 10739 2011 110 12643
1329401579 11523 2011 110 12643
1329406531 11548 2011 110 12643
1329411461 11757 2011 110 12643
1329413639 11784 2011 110 12643
1329465089 11784 3349 110 12643
1329465630 11784 3349 110 12643
1329484971 11784 4484 110 12643
1329486229 11863 4484 110 12643
1329486310 11863 4484 110 12643
1329499465 12089 4484 110 12643
1329502362 12089 4558 110 12643
1329502399 12089 4558 110 12643
1329764162 12122 4558 110 12643
1329764190 12122 4873 110 12643
1329764264 12122 4873 110 12643
1329831149 12339 4873 110 12643
1329838637 14379 4873 110 12643
1329842347 14379 5021 110 12643
1329842617 14379 5021 110 12643
1329845555 14379 5115 110 12643
1329846225 14379 5115 110 12643
1329846229 14379 5115 110 12643
1329901001 14379 5376 110 12643
1329904949 14379 5376 110 12643
1329929096 14564 5376 110 12643
1329989772 14564 5376 110 12643
1329993279 14587 5376 110 12643
1330007534 14589 5376 110 12643
1330007748 14589 5376 110 12643
1330016859 14953 5376 110 12643
1330021843 14953 5498 110 12643
1330023315 14953 5498 110 12643
1330023434 14953 5498 110 12643
1330035060 14953 5498 110 12643
1330072948 14953 5595 110 12643
1330084492 16440 5595 110 12643
1330084638 16440 5595 110 12643
1330098540 16634 5595 110 12643
1330250749 16634 6263 110 12643
1330250824 16634 6263 110 12643
1330356117 16935 6263 110 12643
1330356458 16966 6263 110 12643
1330361192 17492 6263 110 12643
1330362888 17492 6721 110 12643
1330362931 17492 6721 110 12643
1330365998 17492 6721 110 12643
1330422251 17492 6721 110 12643
1330436787 17704 6721 110 12643
1330443198 17741 6721 110 12643
1330463914 17741 7010 110 12643
1330464044 17741 7010 110 12643
1330464154 17741 7010 110 12643
1330527207 18682 7010 110 12643
1330529108 19052 7010 110 12643
1330529149 19052 7010 110 12643
1330536474 19127 7010 110 12643
1330595858 19127 7010 110 12643
1330599922 19665 7010 110 12643
1330611740 19766 7010 110 12643
1330623403 20326 7010 110 12643
1330634383 20326 7233 110 12643
1330634420 20326 7233 110 12643
1330688538 20805 7233 110 12643
1330688718 20834 7233 110 12643
1330699655 21897 7233 110 12643
1330701295 21918 7233 110 12643
1330727915 21918 7648 110 12643
1330730473 21918 7648 110 12643
1330770848 21918 7648 110 12643
1330887470 21918 7844 110 12643
1330938332 22092 7844 110 12643
1330938346 22092 7844 110 12643
1330966036 22092 7960 110 12643
1330967874 22327 7960 110 12643
1330967979 22327 7960 110 12643
1330986112 22327 8018 110 12643
1330986201 22327 8018 110 12643
1331033819 23269 8018 110 12643
1331043196 23269 8018 110 12643
1331052820 24565 8018 110 12643
1331057433 24565 8162 110 12643
1331057465 24565 8162 110 12643
1331057956 24565 8162 110 12643
1331071643 24565 8293 110 12643
1331071781 24565 8293 110 12643
1331073022 24565 8300 110 12643
1331243717 24565 9484 110 12643
1331316885 24565 9715 110 12643
1331316974 24565 9715 110 12643
1331566466 25098 9715 110 12643
1331567701 53215 9715 110 12643
1331568083 80407 9715 110 12643
1331568342 80407 9715 110 12643
1331574349 80551 9715 110 12643
1331574612 108707 9715 110 12643
1331578542 108707 9715 110 12643
1331578572 108707 9715 110 12643
1331674227 108707 9762 110 12643
1331720058 108784 9762 110 12643
1331720137 108784 9762 110 12643
1331725249 108848 9762 110 12643
1331741272 109027 9762 110 12643
1331743245 109027 10453 110 12643
1331743380 109027 10453 110 12643
1331746129 109027 10453 110 12643
1331746302 109028 10453 110 12643
1331750421 109028 15343 110 12643
1331750485 109028 15343 110 12643
1331750616 109028 15343 110 12643
1331750825 109561 15343 110 12643
1331751142 109561 15343 110 12643
1331752442 109561 15343 110 12643
1331752471 109561 15343 110 12643
1331764175 109561 15466 110 12643
1331827413 109561 15466 110 12643
1331827468 110700 15466 110 12643
1331827473 110700 15466 110 12643
1331827533 110700 15466 110 12643
1331833230 110828 15466 110 12643
1331896101 112077 15466 110 12643
1331918253 112316 15466 110 12643
1332109015 112316 17681 110 12643
1332157527 112560 17681 110 12643
1332178379 112811 17681 110 12643
1332243648 112881 17681 110 12643
1332245533 113018 17681 110 12643
1332245570 113018 17681 110 12643
1332245861 113226 17681 110 12643
1332252644 113317 17681 110 12643
1332255943 113339 17681 110 12643
1332267190 115236 17681 110 12643
1332341890 115236 17844 110 12643
1332341985 115236 17844 110 12643
1332344176 116864 17844 110 12643
1332344185 116864 17844 110 12643
1332346549 116864 17844 110 12643
1332350291 116952 17844 110 12643
1332417144 117181 17844 110 12643
1332418362 117316 17844 110 12643
1332419447 117316 18072 110 12643
1332419487 117316 18072 110 12643
1332419528 117316 18072 110 12643
1332420420 117316 18072 110 12643
1332421966 117789 18072 110 12643
1332422201 117789 18072 110 12643
1332428237 117986 18072 110 12643
1332432731 118267 18072 110 12643
1332434522 118455 18072 110 12643
1332434922 118455 18116 110 12643
1332434986 118455 18116 110 12643
1332437102 118488 18116 110 12643
1332437107 118488 18116 110 12643
1332437794 118498 18116 110 12643
1332516113 118498 18294 110 12643
1332516988 120456 18294 110 12643
1332517403 120456 18294 110 12643
1332524692 120882 18294 110 12643
1332528139 120882 18349 110 12643
1332528445 120882 18349 110 12643
1332529242 120882 18349 110 12643
1332529355 120882 18349 110 12643
1332580954 120882 18591 110 12643
1332581490 120882 18591 110 12643
1332589477 121235 18591 110 12643
1332589518 121235 18685 110 12643
