1328207479 1 0 0 0
1328270856 2 0 0 0
1328286504 3 0 0 0
1328290779 4 0 0 0
1328527347 5 0 0 0
1328531067 5 0 1 0
1328537592 6 0 1 0
1328537595 7 0 1 0
1328539457 8 0 1 0
1328540023 9 0 1 0
1328543833 10 0 1 0
1328546245 11 0 1 0
1328553186 12 0 1 0
1328607519 13 0 1 0
1328631731 14 0 1 0
1328698530 15 0 1 0
1328703379 16 0 1 0
1328709171 17 0 1 0
1328712741 18 0 1 0
1328714484 19 0 1 0
1328714847 20 0 1 0
1328714939 21 0 1 0
1328719459 22 0 1 0
1328720405 22 0 2 0
1328720412 22 0 3 0
1328724037 22 0 4 0
1328726124 23 0 4 0
1328726129 24 0 4 0
1328814803 25 0 4 0
1328884039 26 0 4 0
1328884330 27 0 4 0
1328884618 28 0 4 0
1328884669 28 0 4 1
1328885054 28 1 4 1
1328890664 29 1 4 1
1328972008 30 1 4 1
1328973876 30 2 4 1
1328973952 30 3 4 1
1329139950 31 3 4 1
1329149474 31 4 4 1
1329149517 31 5 4 1
1329149523 32 5 4 1
1329149864 33 5 4 1
1329236421 33 6 4 1
1329236679 33 7 4 1
1329240972 34 7 4 1
1329241024 35 7 4 1
1329241139 36 7 4 1
1329307673 37 7 4 1
1329325177 38 7 4 1
1329325995 38 8 4 1
1329326035 38 9 4 1
1329401579 39 9 4 1
1329406531 40 9 4 1
1329411461 41 9 4 1
1329413639 42 9 4 1
1329465089 42 10 4 1
1329465630 42 11 4 1
1329484971 42 12 4 1
1329486229 43 12 4 1
1329486310 44 12 4 1
1329499465 45 12 4 1
1329502362 45 13 4 1
1329502399 45 14 4 1
1329764162 46 14 4 1
1329764190 46 15 4 1
1329764264 47 15 4 1
1329831149 48 15 4 1
1329838637 49 15 4 1
1329842347 49 16 4 1
1329842617 49 17 4 1
1329845555 49 18 4 1
1329846225 50 18 4 1
1329846229 51 18 4 1
1329901001 51 19 4 1
1329904949 52 19 4 1
1329929096 53 19 4 1
1329989772 54 19 4 1
1329993279 55 19 4 1
1330007534 56 19 4 1
1330007748 57 19 4 1
1330016859 58 19 4 1
1330021843 58 20 4 1
1330023315 58 21 4 1
1330023434 58 22 4 1
1330035060 58 23 4 1
1330072948 58 24 4 1
1330084492 59 24 4 1
1330084638 60 24 4 1
1330098540 61 24 4 1
1330250749 61 25 4 1
1330250824 61 26 4 1
1330356117 62 26 4 1
1330356458 63 26 4 1
1330361192 64 26 4 1
1330362888 64 27 4 1
1330362931 64 28 4 1
1330365998 65 28 4 1
1330422251 66 28 4 1
1330436787 67 28 4 1
1330443198 68 28 4 1
1330463914 68 29 4 1
1330464044 68 30 4 1
1330464154 68 31 4 1
1330527207 69 31 4 1
1330529108 70 31 4 1
1330529149 71 31 4 1
1330536474 72 31 4 1
1330595858 73 31 4 1
1330599922 74 31 4 1
1330611740 75 31 4 1
1330623403 76 31 4 1
1330634383 76 32 4 1
1330634420 76 33 4 1
1330688538 77 33 4 1
1330688718 78 33 4 1
1330699655 79 33 4 1
1330701295 80 33 4 1
1330727915 80 34 4 1
1330730473 80 35 4 1
1330770848 80 36 4 1
1330887470 80 37 4 1
1330938332 81 37 4 1
1330938346 82 37 4 1
1330966036 82 38 4 1
1330967874 83 38 4 1
1330967979 84 38 4 1
1330986112 84 39 4 1
1330986201 84 40 4 1
1331033819 85 40 4 1
1331043196 86 40 4 1
1331052820 87 40 4 1
1331057433 87 41 4 1
1331057465 87 42 4 1
1331057956 87 43 4 1
1331071643 87 44 4 1
1331071781 87 45 4 1
1331073022 87 46 4 1
1331243717 87 47 4 1
1331316885 87 48 4 1
1331316974 87 49 4 1
1331566466 88 49 4 1
1331567701 89 49 4 1
1331568083 90 49 4 1
1331568342 91 49 4 1
1331574349 92 49 4 1
1331574612 93 49 4 1
1331578542 93 50 4 1
1331578572 93 51 4 1
1331674227 93 52 4 1
1331720058 94 52 4 1
1331720137 95 52 4 1
1331725249 96 52 4 1
1331741272 97 52 4 1
1331743245 97 53 4 1
1331743380 97 54 4 1
1331746129 97 55 4 1
1331746302 98 55 4 1
1331750421 98 56 4 1
1331750485 98 57 4 1
1331750616 98 58 4 1
1331750825 99 58 4 1
1331751142 100 58 4 1
1331752442 100 59 4 1
1331752471 100 60 4 1
1331764175 100 61 4 1
1331827413 100 62 4 1
1331827468 101 62 4 1
1331827473 102 62 4 1
1331827533 103 62 4 1
1331833230 104 62 4 1
1331896101 105 62 4 1
1331918253 106 62 4 1
1332109015 106 63 4 1
1332157527 107 63 4 1
1332178379 108 63 4 1
1332243648 109 63 4 1
1332245533 110 63 4 1
1332245570 111 63 4 1
1332245861 112 63 4 1
1332252644 113 63 4 1
1332255943 114 63 4 1
1332267190 115 63 4 1
1332341890 115 64 4 1
1332341985 115 65 4 1
1332344176 116 65 4 1
1332344185 117 65 4 1
1332346549 118 65 4 1
1332350291 119 65 4 1
1332417144 120 65 4 1
1332418362 121 65 4 1
1332419447 121 66 4 1
1332419487 121 67 4 1
1332419528 121 68 4 1
1332420420 121 69 4 1
1332421966 122 69 4 1
1332422201 123 69 4 1
1332428237 124 69 4 1
1332432731 125 69 4 1
1332434522 126 69 4 1
1332434922 126 70 4 1
1332434986 126 71 4 1
1332437102 127 71 4 1
1332437107 128 71 4 1
1332437794 129 71 4 1
1332516113 129 72 4 1
1332516988 130 72 4 1
1332517403 131 72 4 1
1332524692 132 72 4 1
1332528139 132 73 4 1
1332528445 132 74 4 1
1332529242 132 75 4 1
1332529355 132 76 4 1
1332580954 132 77 4 1
1332581490 132 78 4 1
1332589477 133 78 4 1
1332589518 133 79 4 1
1332589578 133 80 4 1
